sr_no,HostTimestamp,NodeTimestamp,X_mg,Y_mg,Z_mg,X_mGa,Y_mGa,Z_mGa,X_dps,Y (dps),Z_dps,move_type
11,487880,117555.0,141.0,-149.0,839.0,-271.0,-451.0,-79.0,11.5,-6.2,1.1,U
17,1101102,149421.0,-70.0,-1022.0,106.0,271.0,-297.0,-351.0,-4.8,-11.7,9.9,L
33,465414,63265.0,160.0,3.0,987.0,-91.0,-468.0,-75.0,2.5,0.0,-0.4,L
57,1859466,237547.0,226.0,-144.0,973.0,-322.0,-456.0,-36.0,-0.9,1.6,1.2,R
42,1593851,211021.0,-26.0,-978.0,-131.0,327.0,-217.0,-183.0,1.1,3.4,-0.6,U
24,586763,93078.0,-181.0,116.0,1239.0,169.0,-144.0,-45.0,-30.2,-17.1,-2.5,W
41,53982,63311.0,127.0,-65.0,1009.0,-376.0,-424.0,-79.0,1.4,-1.5,1.9,R
33,792927,104210.0,108.0,-253.0,999.0,-57.0,-454.0,-57.0,1.1,0.4,0.7,L
4,1505133,193247.0,339.0,-243.0,874.0,-346.0,-453.0,-37.0,6.1,-6.7,55.7,L
24,1714986,219485.0,309.0,-218.0,921.0,-352.0,-453.0,-36.0,3.8,-3.7,-0.7,R
70,1406351,187584.0,-53.0,-991.0,-6.0,283.0,-202.0,-258.0,-4.4,2.2,0.4,U
111,349012,63353.0,-135.0,263.0,947.0,88.0,-66.0,-112.0,-1.3,1.4,1.8,W
53,1023943,139778.0,5.0,-988.0,33.0,276.0,-270.0,-312.0,-6.7,-13.3,6.3,L
89,436252,74259.0,57.0,-507.0,614.0,181.0,-264.0,63.0,-40.3,-6.8,60.7,W
52,377931,66971.0,-79.0,220.0,981.0,96.0,-126.0,-102.0,-3.0,-2.8,4.8,W
24,1933652,253503.0,-132.0,-931.0,-362.0,342.0,-174.0,-90.0,2.7,4.2,-3.7,U
67,2243521,292240.0,-22.0,-1008.0,30.0,267.0,-246.0,-322.0,-4.2,3.9,8.4,D
43,177599,30499.0,-157.0,-981.0,185.0,204.0,-193.0,-384.0,-4.1,8.1,-4.4,S
16,376131,66746.0,-143.0,-89.0,1315.0,159.0,-177.0,-45.0,-62.0,2.2,-2.8,W
49,180235,34303.0,-55.0,-1013.0,173.0,250.0,-211.0,-289.0,6.7,20.3,4.9,R
13,186822,33753.0,-140.0,21.0,987.0,-295.0,-403.0,-123.0,-5.1,2.5,2.6,D
57,211408,34724.0,-120.0,-1000.0,52.0,259.0,-159.0,-283.0,0.9,0.4,-1.4,S
16,2270670,295634.0,-85.0,-919.0,134.0,247.0,-226.0,-358.0,3.8,-2.6,-3.7,D
29,1110290,195367.0,98.0,-84.0,1001.0,-282.0,-468.0,-61.0,-6.0,1.2,0.4,U
7,1781136,227753.0,292.0,38.0,902.0,-376.0,-436.0,-33.0,-14.0,-3.7,-22.9,R
32,1934043,253553.0,-127.0,-907.0,-366.0,340.0,-175.0,-90.0,-0.1,2.2,2.6,U
21,2084191,272321.0,158.0,-1032.0,94.0,277.0,-250.0,-318.0,30.7,3.7,-46.7,D
37,1758635,224941.0,210.0,-213.0,977.0,-313.0,-447.0,-70.0,0.0,1.0,3.2,R
12,20656,12978.0,96.0,-90.0,943.0,-271.0,-456.0,-70.0,2.0,4.1,1.1,U
6,2474248,321084.0,-91.0,-1026.0,2.0,303.0,-201.0,-285.0,10.7,-7.8,-4.6,D
69,646556,85911.0,302.0,-183.0,921.0,0.0,-445.0,10.0,4.3,1.6,4.4,L
7,186523,33716.0,-222.0,-22.0,988.0,-292.0,-400.0,-145.0,18.2,-10.9,-4.4,D
14,1021993,139534.0,-55.0,-976.0,-9.0,255.0,-192.0,-262.0,1.4,-1.5,-10.3,L
22,1101342,149453.0,85.0,-1001.0,71.0,274.0,-295.0,-339.0,-4.0,4.6,-2.3,L
58,794157,104366.0,111.0,-243.0,984.0,-64.0,-459.0,-46.0,1.6,-0.2,1.8,L
24,1323001,170478.0,88.0,69.0,1006.0,-577.0,-198.0,-136.0,0.7,3.2,-1.2,L
46,1759092,224997.0,149.0,-213.0,1000.0,-318.0,-441.0,-75.0,0.0,0.2,0.5,R
68,1024693,139871.0,65.0,-996.0,-21.0,295.0,-298.0,-301.0,-8.1,7.0,2.2,L
18,258298,40586.0,-132.0,-968.0,133.0,231.0,-153.0,-336.0,0.6,-0.9,-1.3,S
38,2142271,279584.0,-49.0,-1035.0,-9.0,294.0,-211.0,-288.0,-4.9,1.4,1.4,D
1,522804,70440.0,136.0,67.0,1001.0,-316.0,-451.0,-45.0,1.3,-0.7,3.2,L
95,590302,93521.0,-83.0,177.0,978.0,100.0,-67.0,-102.0,4.2,3.9,3.8,W
41,210598,34624.0,-208.0,-988.0,148.0,226.0,-175.0,-340.0,-39.1,9.5,7.6,S
26,234432,30255.0,-45.0,-115.0,1059.0,-204.0,-450.0,-79.0,-1.1,-2.3,-0.9,D
19,187123,33791.0,-177.0,33.0,1010.0,-300.0,-409.0,-135.0,-0.2,0.4,1.2,D
42,158232,30178.0,-113.0,-86.0,983.0,-258.0,-415.0,-121.0,-0.5,-0.9,2.3,D
23,107420,33150.0,-23.0,470.0,912.0,6.0,-81.0,-165.0,1.1,0.6,3.1,W
18,426831,73084.0,-5.0,95.0,1016.0,136.0,-144.0,-61.0,5.5,3.2,2.6,W
40,193810,25180.0,-4.0,-205.0,997.0,-213.0,-445.0,-88.0,-0.2,0.9,1.9,D
5,151190,38625.0,26.0,-279.0,699.0,169.0,-201.0,-42.0,-54.6,24.5,45.7,W
22,1322911,170466.0,99.0,61.0,1034.0,-579.0,-192.0,-132.0,-3.3,2.4,-4.6,L
81,276808,42899.0,-273.0,-1025.0,10.0,262.0,-181.0,-324.0,-50.6,-11.7,5.6,S
49,211033,34674.0,-45.0,-1021.0,51.0,256.0,-163.0,-289.0,0.8,2.1,-0.1,S
37,488962,72896.0,-64.0,-995.0,45.0,250.0,-208.0,-264.0,-6.1,4.0,-0.1,R
61,403010,106942.0,94.0,-99.0,998.0,-400.0,-406.0,-82.0,-3.4,-1.3,5.5,R
5,1714056,219366.0,101.0,-67.0,868.0,-319.0,-453.0,-49.0,-22.2,-24.9,-54.5,R
68,588952,93353.0,-114.0,166.0,955.0,96.0,-72.0,-97.0,0.9,-1.8,3.0,W
6,556252,81309.0,-29.0,-995.0,157.0,256.0,-226.0,-336.0,-2.5,-3.2,-3.0,R
30,1466793,188453.0,-34.0,120.0,989.0,-549.0,-238.0,-79.0,0.8,-0.9,0.0,L
40,427942,73221.0,8.0,122.0,1016.0,123.0,-139.0,-70.0,3.4,-0.6,2.7,W
65,289371,55896.0,-93.0,137.0,1003.0,112.0,-103.0,-72.0,1.8,-0.8,3.2,W
32,613972,133317.0,-144.0,-39.0,1013.0,-315.0,-376.0,-162.0,0.3,2.9,4.6,U
53,1324441,170660.0,91.0,71.0,998.0,-577.0,-186.0,-135.0,1.4,-1.4,3.1,L
16,1535201,203690.0,-86.0,-992.0,-224.0,313.0,-202.0,-189.0,-47.3,18.2,21.8,U
9,1560941,206909.0,1.0,-781.0,-184.0,312.0,-210.0,-186.0,-106.1,13.5,-1.8,U
23,152089,38737.0,-3.0,-144.0,838.0,175.0,-117.0,-19.0,-35.4,15.4,26.8,W
42,193934,25192.0,-7.0,-205.0,988.0,-208.0,-441.0,-91.0,0.0,1.1,1.7,D
40,520550,121636.0,-14.0,-71.0,1022.0,-211.0,-438.0,-108.0,14.4,-16.4,13.5,U
9,612831,133173.0,-39.0,-67.0,970.0,-307.0,-394.0,-136.0,4.8,13.7,-0.3,U
29,1616723,207197.0,291.0,-58.0,963.0,-418.0,-424.0,-43.0,0.0,-1.4,2.1,L
5,464004,63090.0,222.0,273.0,1127.0,-273.0,-459.0,-57.0,-8.2,-12.6,28.5,L
25,68908,20384.0,-22.0,-975.0,71.0,255.0,-180.0,-259.0,-0.1,4.1,14.4,R
56,770420,108084.0,-71.0,-988.0,-5.0,285.0,-220.0,-294.0,-0.4,-1.6,-0.8,L
0,1364653,175685.0,47.0,23.0,1033.0,-574.0,-97.0,-91.0,11.4,3.0,21.7,L
11,529372,85903.0,-67.0,-77.0,1329.0,180.0,-198.0,-27.0,3.7,-30.1,-23.3,W
30,184727,79655.0,241.0,40.0,981.0,-456.0,-406.0,-33.0,0.2,-4.2,-9.5,R
17,2369789,308028.0,-118.0,-1008.0,-17.0,288.0,-211.0,-300.0,-7.7,5.2,-22.7,D
24,1616464,207166.0,311.0,-48.0,952.0,-414.0,-421.0,-45.0,1.7,1.8,1.3,L
59,1810475,231422.0,258.0,-138.0,974.0,-355.0,-445.0,-33.0,3.5,0.8,6.0,R
2,1465383,188278.0,30.0,10.0,1002.0,-547.0,-222.0,-96.0,-8.8,-11.9,19.2,L
27,316040,59234.0,-52.0,470.0,864.0,118.0,-133.0,-46.0,125.7,-20.0,-0.3,W
33,237291,49387.0,-35.0,173.0,1027.0,126.0,-103.0,-73.0,20.1,3.6,1.7,W
68,276148,42818.0,43.0,-1146.0,142.0,226.0,-136.0,-291.0,7.9,-31.8,32.5,S
3,2474098,321065.0,-134.0,-1034.0,-33.0,298.0,-187.0,-270.0,-13.5,-14.4,17.5,D
85,276987,42924.0,-96.0,-775.0,-91.0,291.0,-180.0,-238.0,-23.3,29.2,-3.5,S
21,928195,172598.0,73.0,-69.0,983.0,-283.0,-438.0,-87.0,7.0,5.3,2.5,U
22,1904942,249915.0,-56.0,-860.0,-132.0,333.0,-181.0,-148.0,-26.6,5.1,-19.9,U
10,467271,78140.0,-169.0,259.0,703.0,198.0,-166.0,36.0,82.7,-29.3,32.2,W
18,176369,30343.0,-83.0,-726.0,77.0,276.0,-112.0,-193.0,56.7,57.3,-10.3,S
19,640582,136642.0,-123.0,-133.0,1015.0,-331.0,-373.0,-156.0,-1.8,-3.7,2.6,U
51,1810086,231372.0,255.0,-132.0,986.0,-367.0,-442.0,-45.0,-0.2,0.7,2.8,R
13,1561151,206934.0,-15.0,-685.0,-241.0,334.0,-234.0,-97.0,-26.1,4.4,-19.4,U
12,192431,25005.0,-6.0,-223.0,948.0,-210.0,-463.0,-94.0,-2.4,3.7,5.9,D
27,1022653,139615.0,27.0,-991.0,63.0,273.0,-220.0,-283.0,-1.1,-7.3,0.8,L
10,1062433,144590.0,-146.0,-970.0,124.0,237.0,-201.0,-313.0,-10.0,-9.9,-2.2,L
33,851625,118234.0,-82.0,-972.0,-20.0,277.0,-268.0,-291.0,-7.4,-4.3,2.4,L
54,591774,79065.0,201.0,-89.0,1010.0,-33.0,-466.0,-43.0,-0.5,-4.7,2.5,L
19,426892,73090.0,9.0,77.0,1003.0,136.0,-135.0,-57.0,0.8,-1.8,1.2,W
29,2311259,300709.0,-3.0,-991.0,101.0,247.0,-253.0,-366.0,3.2,5.3,2.0,D
15,72435,19453.0,-331.0,-202.0,1063.0,-135.0,-405.0,-126.0,-2.8,-42.0,35.9,U
74,218330,47018.0,-94.0,83.0,1007.0,148.0,-85.0,-57.0,1.0,1.1,2.1,W
45,1906113,250059.0,-110.0,-922.0,-308.0,348.0,-172.0,-115.0,-3.1,-0.4,3.0,U
36,520341,121611.0,-20.0,-123.0,947.0,-217.0,-432.0,-112.0,1.6,2.8,3.7,U
6,349225,55428.0,-96.0,-980.0,126.0,267.0,-214.0,-319.0,12.1,5.3,3.5,R
34,547073,124955.0,-80.0,-114.0,988.0,-225.0,-417.0,-130.0,2.3,3.4,2.7,U
1,2240220,291828.0,-55.0,-958.0,-168.0,339.0,-196.0,-208.0,3.5,-4.6,-2.1,D
64,1782573,234615.0,-5.0,-972.0,-208.0,342.0,-202.0,-144.0,-2.1,3.2,0.7,U
2,92520,19861.0,429.0,-873.0,133.0,225.0,-229.0,-360.0,53.4,-43.9,38.1,S
85,56204,63586.0,123.0,-87.0,996.0,-363.0,-424.0,-78.0,-0.6,-0.5,2.8,R
28,451226,64705.0,137.0,-892.0,-57.0,307.0,-142.0,-177.0,46.9,36.1,-14.1,S
15,1914338,244403.0,176.0,-124.0,1004.0,-351.0,-454.0,-46.0,1.2,0.5,8.6,R
13,1839213,241696.0,-70.0,-849.0,-304.0,334.0,-177.0,-82.0,-23.8,-0.4,-4.7,U
1,1534451,203596.0,34.0,-1126.0,4.0,262.0,-253.0,-315.0,8.1,6.8,1.9,U
70,2243670,292259.0,3.0,-1033.0,89.0,250.0,-240.0,-330.0,7.0,5.8,7.8,D
50,1133540,198273.0,49.0,-178.0,884.0,-268.0,-453.0,-78.0,5.6,-6.3,13.7,U
100,119900,34712.0,-148.0,736.0,1144.0,37.0,-126.0,-154.0,2.3,-2.7,5.9,W
3,2083291,272209.0,-87.0,-923.0,-67.0,319.0,-195.0,-226.0,3.8,-7.7,7.2,D
69,794728,104435.0,101.0,-237.0,987.0,-72.0,-466.0,-58.0,-0.6,0.1,2.1,L
44,280219,91592.0,125.0,-54.0,1016.0,-378.0,-427.0,-61.0,7.4,-10.5,3.9,R
39,235062,30336.0,18.0,-112.0,981.0,-217.0,-453.0,-69.0,0.1,-5.1,-2.3,D
8,315111,59115.0,-106.0,-235.0,476.0,204.0,-147.0,63.0,38.5,2.9,46.9,W
46,1324110,170616.0,115.0,53.0,993.0,-577.0,-195.0,-138.0,0.4,1.0,1.6,L
35,21795,13122.0,86.0,-64.0,1031.0,-259.0,-453.0,-79.0,-1.6,3.7,0.7,U
31,2084671,272384.0,84.0,-1074.0,39.0,261.0,-255.0,-339.0,2.3,-8.1,-0.8,D
29,1083260,191986.0,60.0,-108.0,976.0,-264.0,-456.0,-91.0,-3.0,-0.3,0.5,U
51,2341409,304478.0,3.0,-996.0,112.0,259.0,-228.0,-345.0,-5.8,-0.2,4.8,D
26,1933742,253515.0,-83.0,-914.0,-344.0,334.0,-174.0,-94.0,-2.3,-0.7,-1.8,U
79,562285,90015.0,-161.0,127.0,982.0,118.0,-58.0,-67.0,1.4,-1.7,2.1,W
36,427731,73196.0,11.0,109.0,1009.0,127.0,-144.0,-63.0,7.7,1.2,3.6,W
89,56384,63611.0,106.0,-86.0,1021.0,-372.0,-423.0,-76.0,0.0,0.2,2.4,R
7,1109211,195230.0,9.0,-169.0,1107.0,-256.0,-445.0,-90.0,12.1,-21.7,-6.9,U
6,887774,122753.0,181.0,-1043.0,145.0,277.0,-213.0,-250.0,-0.4,-6.0,-14.5,L
7,1131413,198005.0,8.0,-211.0,918.0,-255.0,-438.0,-102.0,-5.1,-3.5,-4.3,U
20,546399,124867.0,-63.0,-107.0,1014.0,-229.0,-417.0,-133.0,4.2,-1.5,2.7,U
33,2340509,304365.0,-27.0,-983.0,23.0,291.0,-234.0,-294.0,4.9,-8.8,-2.8,D
37,1407302,181016.0,205.0,152.0,978.0,-583.0,-216.0,-40.0,0.6,1.0,2.1,L
27,2271209,295703.0,-61.0,-425.0,429.0,-9.0,-214.0,-511.0,199.9,-69.2,165.9,D
29,1905302,249959.0,-16.0,-838.0,-331.0,355.0,-196.0,-85.0,-3.4,-5.5,4.7,U
52,270552,34773.0,75.0,-194.0,974.0,-228.0,-463.0,-78.0,-2.4,-0.8,6.1,D
40,1467272,188516.0,-45.0,115.0,1022.0,-553.0,-234.0,-81.0,2.6,2.8,1.7,L
14,1403561,187234.0,22.0,-987.0,123.0,244.0,-228.0,-303.0,1.1,5.0,4.6,U
58,21870,11030.0,-178.0,-1009.0,246.0,228.0,-184.0,-355.0,1.2,1.1,1.0,S
13,93059,19930.0,-151.0,-435.0,-19.0,280.0,-162.0,-255.0,-4.7,71.8,-43.7,S
23,236781,49325.0,7.0,-430.0,546.0,210.0,-88.0,54.0,20.5,-5.9,32.3,W
36,769430,107959.0,-50.0,-1017.0,16.0,276.0,-210.0,-267.0,-2.6,-3.7,9.0,L
71,655911,138561.0,39.0,-163.0,992.0,-288.0,-423.0,-106.0,-0.6,0.7,3.9,U
33,402747,58643.0,43.0,-1092.0,387.0,177.0,-126.0,-354.0,22.8,-23.9,5.2,S
1,1081850,191811.0,30.0,-108.0,979.0,-252.0,-445.0,-99.0,10.4,-13.3,-5.0,U
53,402588,106892.0,69.0,-92.0,1015.0,-411.0,-399.0,-79.0,-1.5,3.0,3.2,R
44,578721,128911.0,-68.0,-70.0,992.0,-243.0,-418.0,-126.0,-6.0,4.4,-18.8,U
22,344541,62796.0,-265.0,-83.0,556.0,168.0,-96.0,4.0,45.7,-14.1,20.2,W
12,308563,39523.0,62.0,-262.0,950.0,-214.0,-462.0,-84.0,4.2,8.1,5.6,D
50,987680,180036.0,-3.0,-63.0,1001.0,-256.0,-426.0,-105.0,1.6,2.8,3.4,U
49,1205922,162528.0,-89.0,-1007.0,90.0,262.0,-225.0,-328.0,-3.9,3.6,5.0,L
44,1205682,162496.0,-7.0,-1000.0,104.0,273.0,-234.0,-330.0,-2.0,0.7,-0.5,L
48,1859048,237491.0,288.0,-54.0,977.0,-328.0,-454.0,-33.0,0.5,-1.7,9.5,R
6,605182,87428.0,-13.0,-891.0,82.0,265.0,-213.0,-288.0,-19.6,5.3,22.4,R
3,426082,72990.0,20.0,88.0,1034.0,132.0,-132.0,-52.0,0.3,-3.9,2.0,W
3,275275,46184.0,-128.0,-948.0,137.0,261.0,-288.0,-339.0,-22.1,-8.8,28.0,R
37,769490,107965.0,-18.0,-1021.0,33.0,283.0,-223.0,-276.0,3.3,-6.2,6.5,L
21,1101282,149446.0,63.0,-996.0,52.0,264.0,-298.0,-345.0,-2.2,1.9,6.6,L
9,151402,38650.0,-86.0,99.0,599.0,156.0,-150.0,-63.0,67.8,-14.9,21.7,W
37,152747,75655.0,120.0,-65.0,1002.0,-382.0,-424.0,-79.0,-0.7,1.1,0.7,R
15,768380,107828.0,28.0,-1001.0,65.0,267.0,-202.0,-261.0,-8.2,7.5,7.1,L
34,443627,67228.0,-50.0,-988.0,-74.0,274.0,-222.0,-271.0,-16.1,-14.2,-2.4,R
35,1810473,238103.0,-105.0,-980.0,-214.0,342.0,-195.0,-144.0,8.8,-4.4,6.9,U
50,377842,66959.0,-80.0,234.0,989.0,97.0,-126.0,-106.0,3.9,-0.3,4.5,W
9,1277411,171465.0,-18.0,-978.0,103.0,265.0,-184.0,-262.0,2.5,-32.5,18.2,L
20,184216,79592.0,100.0,-61.0,1067.0,-441.0,-396.0,-52.0,2.5,19.3,8.1,R
37,496971,81853.0,-68.0,57.0,905.0,130.0,-84.0,-52.0,2.1,7.8,9.1,W
14,186852,33760.0,-180.0,16.0,986.0,-295.0,-405.0,-133.0,1.4,1.2,3.5,D
86,277048,42930.0,-22.0,-824.0,-56.0,294.0,-180.0,-231.0,-9.3,20.1,3.3,S
38,817762,114003.0,-29.0,-976.0,56.0,271.0,-336.0,-334.0,-7.6,2.2,1.6,L
14,1561181,206940.0,66.0,-633.0,-409.0,334.0,-241.0,-75.0,-22.5,-6.1,-6.5,U
52,1783386,228035.0,223.0,-179.0,963.0,-361.0,-436.0,-49.0,-1.1,-0.3,3.3,R
105,120139,34743.0,-58.0,359.0,920.0,46.0,-123.0,-154.0,-6.9,-1.8,2.7,W
39,578482,128880.0,-241.0,-141.0,738.0,-207.0,-390.0,-163.0,8.0,-6.0,-3.1,U
16,302629,94392.0,57.0,-145.0,981.0,-375.0,-423.0,-96.0,-5.2,2.1,4.9,R
42,185352,79730.0,154.0,-84.0,993.0,-426.0,-399.0,-58.0,1.6,3.0,-0.4,R
62,531923,86221.0,-64.0,17.0,1017.0,141.0,-129.0,-33.0,-0.7,0.4,1.5,W
43,468921,78346.0,-172.0,130.0,981.0,112.0,-99.0,-78.0,-3.0,-2.6,-0.5,W
19,238045,41528.0,-60.0,-1004.0,210.0,250.0,-241.0,-309.0,4.6,8.6,14.9,R
9,2310270,300584.0,-179.0,-1147.0,186.0,268.0,-187.0,-318.0,-1.1,-8.1,-5.3,D
38,274648,42630.0,160.0,-919.0,-18.0,252.0,-199.0,-315.0,21.1,-23.4,16.8,S
51,217191,46875.0,-94.0,91.0,1001.0,135.0,-85.0,-70.0,0.2,0.0,2.5,W
8,1639444,210041.0,476.0,-229.0,903.0,-402.0,-435.0,-27.0,7.4,5.4,1.3,L
4,175649,30255.0,-96.0,-1195.0,199.0,208.0,-168.0,-366.0,-22.9,-50.4,29.6,S
53,158772,30247.0,-106.0,-83.0,1030.0,-261.0,-426.0,-105.0,-4.6,-5.3,6.9,D
39,769580,107978.0,26.0,-986.0,19.0,282.0,-217.0,-262.0,1.8,-3.9,-0.6,L
25,303079,94448.0,103.0,-90.0,972.0,-378.0,-423.0,-73.0,-0.7,0.8,2.3,R
2,308052,39461.0,169.0,-206.0,958.0,-249.0,-478.0,-46.0,4.5,15.1,6.8,D
33,220578,84136.0,6.0,-87.0,1018.0,-355.0,-414.0,-105.0,-4.2,3.0,2.8,R
48,344713,44042.0,-20.0,-185.0,969.0,-207.0,-444.0,-94.0,0.7,-0.6,0.8,D
76,429742,73446.0,31.0,88.0,999.0,136.0,-126.0,-70.0,0.7,-0.3,1.8,W
5,208798,34399.0,176.0,-989.0,114.0,234.0,-178.0,-325.0,36.9,-23.5,25.4,S
25,1406702,180941.0,229.0,144.0,977.0,-580.0,-222.0,-43.0,-1.2,-1.4,1.2,L
25,1137223,153940.0,7.0,-1043.0,165.0,232.0,-214.0,-304.0,-6.7,8.8,4.2,L
6,1639355,210028.0,510.0,-301.0,857.0,-399.0,-424.0,-28.0,13.2,12.6,16.4,L
60,770630,108109.0,-42.0,-1004.0,60.0,277.0,-229.0,-300.0,-5.2,-8.9,-0.9,L
52,428543,73296.0,26.0,95.0,1017.0,135.0,-141.0,-60.0,-0.6,-1.3,2.0,W
8,278419,91367.0,90.0,24.0,1009.0,-402.0,-414.0,-84.0,-10.8,-2.3,-0.9,R
32,488692,72865.0,-39.0,-1039.0,160.0,261.0,-214.0,-273.0,-15.9,-6.1,8.1,R
77,118760,34568.0,-52.0,836.0,1372.0,84.0,-138.0,-160.0,84.0,-15.4,11.5,W
22,1137073,153921.0,5.0,-964.0,34.0,246.0,-219.0,-297.0,20.0,-14.6,-5.5,L
77,276598,42874.0,-212.0,-1097.0,168.0,235.0,-166.0,-340.0,-22.0,-31.2,18.0,S
10,215151,46618.0,-97.0,-298.0,1163.0,196.0,-144.0,-25.0,-39.0,-5.1,2.9,W
63,275908,42786.0,326.0,-841.0,126.0,316.0,-174.0,-184.0,74.9,43.4,9.3,S
44,547582,125017.0,49.0,-154.0,763.0,-229.0,-454.0,-85.0,-44.5,15.9,-0.9,U
18,2112390,275846.0,3.0,-1010.0,-52.0,265.0,-238.0,-331.0,-33.9,8.8,1.2,D
93,590214,93509.0,-79.0,181.0,980.0,114.0,-63.0,-94.0,3.9,-6.0,1.1,W
19,546320,124861.0,-106.0,-145.0,945.0,-228.0,-412.0,-141.0,8.7,-4.2,6.0,U
24,986362,179873.0,-46.0,-106.0,1019.0,-265.0,-429.0,-108.0,-0.7,0.1,2.1,U
14,464453,63146.0,71.0,-297.0,931.0,-103.0,-472.0,-54.0,28.9,-2.3,38.9,L
31,1810263,238078.0,-53.0,-856.0,-255.0,346.0,-195.0,-124.0,0.0,-13.9,4.6,U
18,1131951,198073.0,54.0,-183.0,985.0,-259.0,-456.0,-75.0,-2.2,0.4,3.9,U
38,2085031,272428.0,-37.0,-992.0,59.0,261.0,-250.0,-342.0,-4.2,0.0,-2.1,D
17,286971,55596.0,-3.0,-175.0,1407.0,165.0,-156.0,-42.0,-57.6,2.1,10.3,W
39,220878,84173.0,29.0,-53.0,1024.0,-364.0,-417.0,-100.0,3.8,-2.3,14.4,R
22,986273,179861.0,-5.0,-106.0,985.0,-265.0,-430.0,-109.0,-2.2,2.3,2.5,U
40,234119,37561.0,-119.0,-910.0,100.0,229.0,-204.0,-355.0,-1.2,8.8,1.8,S
86,1860940,237728.0,209.0,-156.0,950.0,-325.0,-466.0,-55.0,-1.2,-3.2,-0.4,R
62,1324894,170716.0,110.0,57.0,1009.0,-576.0,-186.0,-136.0,1.9,-0.4,0.4,L
17,577374,128742.0,-138.0,-287.0,943.0,-216.0,-408.0,-160.0,1.2,-3.9,7.4,U
16,107060,33106.0,-39.0,474.0,889.0,9.0,-88.0,-163.0,0.4,-0.5,1.8,W
5,1445201,192440.0,81.0,-1012.0,176.0,213.0,-246.0,-346.0,-4.3,7.5,-5.1,U
33,69297,20434.0,-200.0,-975.0,-4.0,247.0,-169.0,-270.0,-21.2,-43.3,-4.9,R
20,234131,30217.0,1.0,-89.0,1000.0,-210.0,-451.0,-78.0,-2.5,-2.4,-1.7,D
4,1807746,231078.0,111.0,-77.0,1065.0,-306.0,-457.0,-33.0,-36.3,-40.8,-66.1,R
6,859918,112585.0,279.0,227.0,1038.0,-250.0,-475.0,-36.0,9.8,-48.8,111.5,L
18,336014,42955.0,108.0,-253.0,983.0,-189.0,-471.0,-63.0,0.7,-1.7,1.5,D
66,770930,108146.0,-59.0,-1000.0,24.0,286.0,-235.0,-307.0,-1.1,-2.8,-0.2,L
13,586223,93009.0,-63.0,-337.0,462.0,190.0,-157.0,18.0,19.6,-1.1,16.1,W
55,1509461,200471.0,-81.0,-998.0,-132.0,324.0,-207.0,-211.0,-2.5,1.1,-0.8,U
20,22525,3767.0,-19.0,-109.0,1020.0,-234.0,-441.0,-105.0,2.5,7.4,5.6,D
2,985283,179736.0,-124.0,-93.0,964.0,-279.0,-414.0,-135.0,-7.1,2.2,-10.0,U
32,233698,37511.0,-289.0,-1109.0,187.0,195.0,-153.0,-355.0,2.8,-59.2,-34.1,S
6,67947,20265.0,-135.0,-1004.0,-6.0,291.0,-231.0,-306.0,-7.8,3.2,4.1,R
31,431786,62274.0,13.0,-950.0,140.0,255.0,-129.0,-261.0,63.4,19.7,-17.9,S
18,178675,34109.0,-36.0,-988.0,96.0,256.0,-231.0,-298.0,-4.9,-0.8,-7.3,R
1,2512347,325846.0,-322.0,-1013.0,10.0,282.0,-175.0,-279.0,-12.5,-32.4,8.2,D
64,445103,67415.0,-165.0,-1003.0,72.0,244.0,-193.0,-277.0,-10.2,-9.5,2.7,R
38,1858539,237428.0,192.0,-54.0,1013.0,-159.0,-472.0,-63.0,-7.6,-18.8,-31.5,R
5,286371,55521.0,-82.0,-384.0,632.0,196.0,-177.0,15.0,-27.7,-7.7,42.2,W
8,349314,55440.0,-72.0,-974.0,72.0,267.0,-213.0,-307.0,-0.9,19.5,8.1,R
12,495743,81696.0,-96.0,59.0,1356.0,187.0,-123.0,-6.0,34.4,-25.0,-10.4,W
55,22784,13247.0,206.0,-28.0,976.0,-154.0,-460.0,-79.0,-10.1,-1.8,119.7,U
77,1139833,154265.0,-33.0,-991.0,82.0,265.0,-259.0,-348.0,-3.6,2.3,0.7,L
33,547042,124948.0,-68.0,-121.0,977.0,-225.0,-417.0,-130.0,1.4,2.2,4.4,U
22,519652,121523.0,-5.0,-189.0,1038.0,-225.0,-430.0,-120.0,-2.0,5.3,10.7,U
60,588563,93303.0,-88.0,167.0,951.0,88.0,-72.0,-100.0,-3.3,-3.5,2.8,W
30,1278461,171596.0,40.0,-976.0,-22.0,297.0,-259.0,-312.0,-9.1,3.7,1.8,L
29,184666,79648.0,180.0,3.0,973.0,-439.0,-399.0,-34.0,0.4,-3.3,-7.8,R
32,276715,46365.0,157.0,-1000.0,-6.0,286.0,-306.0,-243.0,5.5,-1.5,3.4,R
38,929034,172705.0,-1.0,8.0,921.0,-298.0,-426.0,-94.0,5.7,0.0,6.3,U
71,498683,82065.0,-107.0,45.0,1008.0,135.0,-63.0,-45.0,0.5,0.6,3.0,W
27,312358,47343.0,-122.0,-831.0,53.0,277.0,-109.0,-208.0,52.7,54.3,-26.6,S
57,645955,85836.0,312.0,-173.0,960.0,0.0,-451.0,16.0,0.4,0.4,2.5,L
41,270011,34705.0,68.0,-205.0,990.0,-234.0,-456.0,-70.0,2.8,-0.3,2.1,D
